,Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,USD,year
794,Karbonn K9 Smart Yuva,Karbonn,K9 Smart Yuva,2300,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3800,70.00 ,
795,Karbonn A1 Indian,Karbonn,A1 Indian,1500,4,Yes,480,800,4,1000,8,3.2,2,Android,Yes,Yes,Yes,2,Yes,Yes,2450,50.00 ,
796,Billion Capture+,Billion,Capture+,3500,5.5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4890,175.00 ,
797,Zen Admire Unity,Zen,Admire Unity,2300,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3999,65.00 ,
798,Panasonic Eluga I5,Panasonic,Eluga I5,2500,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8990,125.00 ,
799,Itel S21,Itel,S21,2700,5,Yes,480,854,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4900,80.00 ,
800,Panasonic Eluga A4,Panasonic,Eluga A4,5000,5.2,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5935,150.00 ,
801,Redmi Y1 Lite,Xiaomi,Redmi Y1 Lite,3080,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999,110.00 ,
802,Huawei Holly 4 Plus,Huawei,Holly 4 Plus,4000,5.5,Yes,720,1290,4,3000,32,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,14990,215.00 ,
803,Karbonn K9 Smart Selfie,Karbonn,K9 Smart Selfie,2300,5,Yes,480,854,4,1000,8,5,8,Android,Yes,Yes,Yes,2,Yes,Yes,3282,70.00 ,
804,Celkon Smart 4G,Celkon,Smart 4G,1500,4,Yes,480,800,4,1000,8,3.2,2,Android,Yes,Yes,No,2,Yes,Yes,3199,80.00 ,
805,Sony Xperia R1 Plus,Sony,Xperia R1 Plus,2620,5.2,Yes,720,1280,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9500,215.00 ,
806,Sony Xperia R1,Sony,Xperia R1,2620,5.2,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9990,195.00 ,
807,Karbonn Titanium Jumbo,Karbonn,Titanium Jumbo,4000,5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,7490,95.00 ,
808,Micromax Bharat-2 Ultra,Micromax,Bharat-2 Ultra,1300,4,Yes,480,800,4,512,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2299,45.00 ,
809,Nokia 2,Nokia,2,4100,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999,115.00 ,
810,Lephone W15,Lephone,W15,2000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3970,70.00 ,
811,Xolo Era 3,Xolo,Era 3,2500,5,Yes,720,1280,4,1000,8,5,8,Android,Yes,Yes,Yes,1,Yes,Yes,5999,90.00 ,
812,Xolo Era 2V,Xolo,Era 2V,3000,5,Yes,720,1280,4,2000,16,8,13,Android,Yes,Yes,Yes,2,Yes,Yes,7499,105.00 ,
813,Xolo Era 3X,Xolo,Era 3X,3000,5,Yes,720,1280,4,3000,16,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,8499,115.00 ,
814,Samsung Galaxy J2 (2017),Samsung,Galaxy J2 (2017),2000,4.7,Yes,540,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,6000,115.00 ,
815,Swipe Elite Pro,Swipe,Elite Pro,2500,5,Yes,720,1280,4,3000,32,13,8,Android,Yes,No,Yes,2,Yes,Yes,4399,100.00 ,
816,BlackBerry Motion,BlackBerry,Motion,4000,5.5,Yes,1080,1920,8,4000,32,12,8,Android,Yes,Yes,Yes,1,Yes,Yes,29999,460.00 ,
817,Lava Z90,Lava,Z90,2750,5.2,Yes,720,1280,4,3000,32,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,9999,180.00 ,
818,Lava Z80,Lava,Z80,2500,5,Yes,720,1280,4,3000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4725,150.00 ,
819,Lava Z70,Lava,Z70,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5279,130.00 ,
820,Comio C2,Comio,C2,4000,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,4199,110.00 ,
821,LG K7i,LG,K7i,2500,5,Yes,480,854,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4321,120.00 ,
822,Ziox Astra Curve 4G,Ziox,Astra Curve 4G,2200,5,Yes,480,854,4,2000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3799,80.00 ,
823,Panasonic Eluga I4,Panasonic,Eluga I4,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,No,Yes,5699,125.00 ,
824,10.or G,10.or,G,4000,5.5,Yes,1080,1920,8,3000,32,13,16,Android,Yes,No,Yes,2,Yes,Yes,6999,140.00 ,
825,Karbonn K9 Smart Grand,Karbonn,K9 Smart Grand,2300,5.2,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3490,90.00 ,
826,Intex Aqua Lions 2,Intex,Aqua Lions 2,2400,5,Yes,240,854,4,1000,8,5,5,Android,Yes,Yes,Yes,1,Yes,Yes,3890,80.00 ,
827,Itel S41,Itel,S41,2700,5,Yes,720,1280,4,3000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,5410,115.00 ,
828,Intex Aqua S1,Intex,Aqua S1,2300,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3299,75.00 ,
829,Intex Cloud C1,Intex,Cloud C1,1750,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2950,65.00 ,
830,Gionee X1s,Gionee,X1s,4000,5.2,Yes,720,1280,4,3000,16,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,5699,200.00 ,
831,Micromax Bharat 4,Micromax,Bharat 4,2500,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3480,90.00 ,
832,Micromax Bharat 3,Micromax,Bharat 3,2000,4.5,Yes,480,854,1,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3290,80.00 ,
833,Panasonic Eluga Ray 700,Panasonic,Eluga Ray 700,5000,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6999,155.00 ,
834,Panasonic Eluga Ray 500,Panasonic,Eluga Ray 500,4000,5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5891,140.00 ,
835,Yu Yureka 2,Yu,reka 2,3930,5.5,Yes,1080,1920,8,4000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,13999,185.00 ,
836,Intex Aqua 5.5 VR+,Intex,Aqua 5.5 VR+,2800,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4799,85.00 ,
837,InFocus Snap 4,InFocus,Snap 4,3000,5.2,Yes,720,1280,8,4000,64,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,6195,175.00 ,
838,10.or E,10.or,E,4000,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,100.00 ,
839,Lenovo K8,Lenovo,K8,4000,5.2,Yes,720,1280,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7040,190.00 ,
840,Panasonic P9,Panasonic,P9,2210,5,Yes,480,854,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6604,100.00 ,
841,Oppo A71,Oppo,A71,3000,5.2,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8490,200.00 ,
842,iVoomi Me 3s,iVoomi,Me 3s,3000,5.2,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4950,100.00 ,
843,iVoomi Me 3,iVoomi,Me 3,3000,5.2,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,3790,90.00 ,
844,Alcatel A7,Alcatel,A7,4000,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,1,No,Yes,8999,280.00 ,
845,Cat S31,Cat,S31,4000,4.7,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,No,No,27990,330.00 ,
846,Cat S41,Cat,S41,5000,5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,No,No,44990,500.00 ,
847,Sony Xperia XA1 Plus,Sony,Xperia XA1 Plus,3430,5.5,Yes,1080,1920,8,3000,32,23,8,Android,Yes,Yes,Yes,2,Yes,Yes,15990,380.00 ,
848,Intex Aqua Note 5.5,Intex,Aqua Note 5.5,2800,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4390,110.00 ,
849,Jivi Grand 3000,Jivi,Grand 3000,3000,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,No,1,Yes,Yes,6449,90.00 ,
850,Jivi Prime 390,Jivi,Prime 390,2400,5,Yes,480,854,4,1000,16,8,5,Android,Yes,Yes,No,1,Yes,Yes,5199,100.00 ,
851,Jivi Prime 300,Jivi,Prime 300,2500,5,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,No,1,Yes,Yes,3599,100.00 ,
852,Jivi Energy E12,Jivi,Energy E12,2300,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,No,1,Yes,Yes,2499,50.00 ,
853,Jivi Energy E3,Jivi,Energy E3,1800,4,Yes,480,800,4,512,4,5,2,Android,Yes,Yes,No,1,Yes,Yes,2599,45.00 ,
854,Intex Aqua Style III,Intex,Aqua Style III,2500,5,Yes,480,854,4,1000,16,5,5,Android,Yes,Yes,Yes,1,No,No,4999,75.00 ,
855,Vivo Y69,Vivo,Y69,3000,5.5,Yes,720,1280,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,9500,230.00 ,
856,iVoomi Me 2,iVoomi,Me 2,2000,4.5,Yes,480,854,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,2900,70.00 ,
857,Swipe Neo Power,Swipe,Neo Power,2500,4,Yes,480,854,4,512,4,5,2,Android,Yes,No,Yes,2,Yes,Yes,2499,50.00 ,
858,Meizu M6 Note,Meizu,M6 Note,4000,5.5,Yes,1080,1920,8,3000,16,12,16,Android,Yes,No,Yes,2,Yes,Yes,14000,165.00 ,
859,Nuu Mobile Q500,Nuu Mobile,Q500,2000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7499,100.00 ,
860,Nuu Mobile Q626,Nuu Mobile,Q626,2000,5,Yes,720,1280,4,2000,32,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3999,130.00 ,
861,Alcatel U5 HD,Alcatel,U5 HD,2200,5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,No,No,6499,130.00 ,
862,M-tech TEZ4G,M-tech,TEZ4G,2400,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3950,60.00 ,
863,Gionee X1,Gionee,X1,3000,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,4978,140.00 ,
864,Comio C1,Comio,C1,2700,5,Yes,720,1280,4,1000,32,8,5,Android,Yes,Yes,Yes,2,No,Yes,4995,100.00 ,
865,Comio S1,Comio,S1,2700,5.2,Yes,720,1280,4,2000,32,13,8,Android,Yes,Yes,Yes,2,No,Yes,5499,130.00 ,
866,Comio P1,Comio,P1,5000,5.2,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,No,Yes,8666,150.00 ,
867,Micromax Evok Dual Note,Micromax,Evok Dual Note,3000,5.5,Yes,1080,1920,8,3000,32,13,5,Android,Yes,Yes,Yes,1,Yes,Yes,4499,160.00 ,
868,Asus ZenFone 4,Asus,ZenFone 4,3300,5.5,Yes,1080,1920,1,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,6499,400.00 ,
869,Swipe Elite 4G,Swipe,Elite 4G,2500,5,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499,60.00 ,
870,Panasonic Eluga I2 Activ,Panasonic,Eluga I2 Activ,2200,5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4990,110.00 ,
871,Asus ZenFone 4 Selfie DC (ZD553KL),Asus,ZenFone 4 Selfie DC (ZD553KL),3000,5.5,Yes,720,1280,8,4000,64,16,20,Android,Yes,Yes,Yes,2,Yes,Yes,6998,280.00 ,
872,Itel PowerPro P41,Itel,PowerPro P41,5000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,1,No,No,3880,80.00 ,
873,Panasonic Eluga A3,Panasonic,Eluga A3,4000,5.2,Yes,720,1280,8,3000,16,13,8,Android,Yes,Yes,Yes,2,No,Yes,5935,130.00 ,
874,Gionee A1 Lite,Gionee,A1 Lite,4000,5.3,Yes,720,1280,8,3000,32,13,20,Android,Yes,Yes,Yes,2,Yes,Yes,4999,180.00 ,
875,Karbonn A41 Power,Karbonn,A41 Power,2300,4,Yes,480,800,4,1000,8,2,0.3,Android,Yes,Yes,No,2,No,No,2754,60.00 ,
876,Swipe Konnect Power,Swipe,Konnect Power,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3599,70.00 ,
877,Kult Beyond,Kult,Beyond,3000,5.2,Yes,720,1280,4,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,3999,100.00 ,
878,Coolpad Note 5 Lite C,Coolpad,Note 5 Lite C,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,1,Yes,Yes,4610,115.00 ,
879,Karbonn Aura Note Play,Karbonn,Aura Note Play,3300,6,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5899,110.00 ,
880,Infinix Hot 4 Pro,Infinix,Hot 4 Pro,4000,5.5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,7499,100.00 ,
881,Infinix Note 4,Infinix,Note 4,4300,5.7,Yes,1080,1920,4,3000,32,13,8,Android,Yes,Yes,Yes,2,No,Yes,8999,140.00 ,
882,Micromax Selfie 2,Micromax,Selfie 2,3000,5.2,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,No,2,No,Yes,4895,140.00 ,
883,Meizu Pro 7,Meizu,Pro 7,3000,5.2,Yes,1080,1920,8,4000,64,12,16,Android,Yes,No,Yes,2,No,No,28000,430.00 ,
884,Yu Yunique 2,Yu,nique 2,2500,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4499,80.00 ,
885,Lyf C459,Lyf,C459,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,3590,55.00 ,
886,Samsung Galaxy J7 Nxt,Samsung,Galaxy J7 Nxt,3000,5.5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,10990,180.00 ,
887,Intex Aqua Lions 3,Intex,Aqua Lions 3,4000,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,1,No,No,5440,90.00 ,
888,iVoomi Me5,iVoomi,Me5,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3290,80.00 ,
889,iVoomi Me4,iVoomi,Me4,2000,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3450,70.00 ,
890,Intex Aqua Zenith,Intex,Aqua Zenith,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4099,80.00 ,
891,Micromax Canvas 1,Micromax,Canvas 1,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3690,100.00 ,
892,Intex Aqua Selfie,Intex,Aqua Selfie,3000,5.5,Yes,720,1280,1,2000,16,8,5,Android,Yes,Yes,No,1,Yes,Yes,4879,95.00 ,
893,Asus ZenFone 4 Selfie,Asus,ZenFone 4 Selfie,3000,5.5,Yes,1080,1920,4,4000,32,16,12,Android,Yes,Yes,Yes,1,Yes,Yes,6449,250.00 ,
894,Xolo Era 1X Pro,Xolo,Era 1X Pro,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6888,90.00 ,
895,LG Q6+,LG,Q6+,3000,5.5,Yes,1080,2160,8,4000,64,13,5,Android,Yes,Yes,Yes,1,Yes,Yes,9999,320.00 ,
896,Intex Aqua S3,Intex,Aqua S3,2450,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3980,80.00 ,
897,Nubia M2 Play,Nubia,M2 Play,3000,5.5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999,180.00 ,
898,Samsung Galaxy J7 Max,Samsung,Galaxy J7 Max,3300,5.7,Yes,1080,1920,8,4000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,11046,290.00 ,
899,Samsung Galaxy J7 Pro,Samsung,Galaxy J7 Pro,3600,5.5,Yes,1080,1920,8,3000,64,13,13,Android,Yes,Yes,Yes,2,No,Yes,16900,330.00 ,
900,Lyf Water 7S,Lyf,Water 7S,2800,5.5,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4990,110.00 ,
901,Panasonic Eluga I3 Mega,Panasonic,Eluga I3 Mega,4000,5.5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5831,170.00 ,
902,Ziox Astra VIVA 4G,Ziox,Astra VIVA 4G,2500,5,No,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,1,Yes,Yes,3499,70.00 ,
903,Lava A77,Lava,A77,2000,4.5,Yes,480,800,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4900,80.00 ,
904,Karbonn Aura Power 4G Plus,Karbonn,Aura Power 4G Plus,4000,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3399,90.00 ,
905,Itel Wish A21,Itel,Wish A21,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3860,65.00 ,
906,Itel Wish A41+,Itel,Wish A41+,2400,5,Yes,480,854,4,2000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,6506,75.00 ,
907,Motorola Moto C Plus,Motorola,Moto C Plus,4000,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6190,130.00 ,
908,Samsung Z4,Samsung,Z4,1050,4.5,Yes,480,800,4,1000,8,5,5,Tizen,Yes,Yes,Yes,2,Yes,Yes,4790,90.00 ,
909,Panasonic P85,Panasonic,P85,4000,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,No,2,Yes,Yes,6499,120.00 ,
910,Panasonic Eluga Ray,Panasonic,Eluga Ray,4000,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,No,2,Yes,Yes,7999,130.00 ,
911,Karbonn Aura 4G,Karbonn,Aura 4G,2150,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6326,85.00 ,
912,Intex Aqua Crystal Plus,Intex,Aqua Crystal Plus,2100,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,7490,95.00 ,
913,Asus ZenFone Go 5.5 (ZB552KL),Asus,ZenFone Go 5.5 (ZB552KL),3000,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6110,150.00 ,
914,Ziox Astra Colors 4G,Ziox,Astra Colors 4G,4000,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,No,2,Yes,Yes,4399,80.00 ,
915,Zen Admire Joy,Zen,Admire Joy,2000,5,No,480,854,4,768,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2999,70.00 ,
916,Intex Aqua A4,Intex,Aqua A4,1750,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,4625,60.00 ,
917,Zopo Color M5,Zopo,Color M5,2100,5,Yes,480,854,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3389,80.00 ,
918,Videocon Krypton 22,Videocon,Krypton 22,2450,5,Yes,480,854,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,2999,90.00 ,
919,Zen Admire Metal,Zen,Admire Metal,2500,5,Yes,720,1280,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5599,85.00 ,
920,Motorola Moto E4 Plus,Motorola,Moto E4 Plus,5000,5.5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999,180.00 ,
921,Ziox Astra Force 4G,Ziox,Astra Force 4G,3000,5,Yes,480,854,4,1000,16,5,5,Android,Yes,Yes,Yes,2,No,Yes,3499,75.00 ,
922,Zopo Color M4,Zopo,Color M4,1450,4,No,480,800,4,1000,16,0,0,Android,Yes,Yes,Yes,2,No,No,4888,70.00 ,
923,Honor Bee 2,Honor,Bee 2,2100,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,5499,80.00 ,
924,Tecno i5 Pro,Tecno,i5 Pro,4000,5.5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6789,150.00 ,
925,Tecno i3 Pro,Tecno,i3 Pro,3050,5,Yes,720,1280,4,3000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,9993,130.00 ,
926,Tecno i5,Tecno,i5,4000,5.5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6629,140.00 ,
927,Tecno i3,Tecno,i3,3050,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,7142,120.00 ,
928,Videocon Delite 11+,Videocon,Delite 11+,3000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,5599,85.00 ,
929,Motorola Moto C,Motorola,Moto C,2350,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,5499,110.00 ,
930,Motorola Moto E4,Motorola,Moto E4,2800,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8499,150.00 ,
931,Micromax Evok Note,Micromax,Evok Note,4000,5.5,Yes,1080,1920,8,3000,32,13,5,Android,Yes,Yes,No,1,Yes,Yes,4960,160.00 ,
932,Zopo Color X 5.5,Zopo,Color X 5.5,2500,5.5,Yes,720,1280,4,3000,16,8,5,Android,Yes,Yes,Yes,2,No,No,3980,140.00 ,
933,Lephone W7,Lephone,W7,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,4105,70.00 ,
934,Ziox QUIQ Flash 4G,Ziox,QUIQ Flash 4G,2450,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3699,80.00 ,
935,Intex ELYT-e1,Intex,ELYT-e1,2200,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,6100,100.00 ,
936,Sansui Horizon 1,Sansui,Horizon 1,2000,4.5,Yes,480,854,4,1000,8,5,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,3900,60.00 ,
937,Micromax Bharat 2,Micromax,Bharat 2,1300,4,Yes,480,800,4,512,4,2,0.3,Android,Yes,Yes,Yes,2,No,Yes,2359,50.00 ,
938,Swipe Konnect Neo 4G,Swipe,Konnect Neo 4G,2000,4,Yes,480,800,4,512,4,5,1.3,Android,Yes,Yes,Yes,2,Yes,Yes,1999,55.00 ,
939,Itel Wish A41,Itel,Wish A41,2400,5,No,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4880,70.00 ,
940,Panasonic Eluga Ray X,Panasonic,Eluga Ray X,4000,5.5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5930,140.00 ,
941,Panasonic Eluga Ray Max,Panasonic,Eluga Ray Max,3000,5.2,Yes,1080,1920,8,4000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,11499,160.00 ,
942,Intex Aqua 4G Mini,Intex,Aqua 4G Mini,1450,4,Yes,480,800,4,512,4,5,1.3,Android,Yes,Yes,No,2,No,Yes,3935,60.00 ,
943,Micromax Spark Vdeo,Micromax,Spark Vdeo,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,No,4999,65.00 ,
944,Zen Admire Swadesh,Zen,Admire Swadesh,2000,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,No,2,Yes,Yes,4790,60.00 ,
945,Nubia N2,Nubia,N2,5000,5.5,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,9049,200.00 ,
946,Nubia M2 Lite,Nubia,M2 Lite,3000,5.5,Yes,720,1280,8,3000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,7160,180.00 ,
947,Karbonn Aura Sleek 4G,Karbonn,Aura Sleek 4G,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,1,Yes,Yes,5668,80.00 ,
948,Intex Aqua Trend Lite,Intex,Aqua Trend Lite,2600,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3999,70.00 ,
949,Lenovo Vibe B,Lenovo,Vibe B,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,No,6450,88.00 ,
950,LeEco Le Pro 3 Elite,LeEco,Le Pro 3 Elite,4070,5.5,Yes,1080,1920,4,4000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,10990,245.00 ,
951,iVoomi iV505,iVoomi,iV505,3000,5,Yes,1440,2560,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3900,75.00 ,
952,Swipe Elite Sense,Swipe,Elite Sense,2500,5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4400,110.00 ,
953,Intex Aqua Strong 5.1+,Intex,Aqua Strong 5.1+,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,3690,70.00 ,
954,Nubia N1 lite,Nubia,N1 lite,3000,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999,140.00 ,
955,ZTE Blade V8 Mini,ZTE,Blade V8 Mini,2800,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,No,No,5200,200.00 ,
